Sample Number,PolicyStartDate,AMI_monthly_premium,AMI_yearly_premium,AMI_agreed_value_minimum,AMI_agreed_value_maximum,AMI_Error_code,AMI_selected_car_variant,AMI_selected_address,AMI_agreed_value,AMI_No_claims_bonus
10530,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11273,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10840,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11275,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10509,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11277,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11278,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11279,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11280,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11281,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11282,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11283,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11313,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11285,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11286,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11287,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11288,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10125,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10836,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11291,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11768,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11740,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11294,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11295,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11296,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11297,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11298,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11299,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11362,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11301,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11715,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11868,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10854,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11985,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11306,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11307,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11308,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11309,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11310,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10868,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10562,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10701,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11314,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11315,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11316,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11317,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11583,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11319,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11320,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11321,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11322,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11323,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10445,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10552,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11326,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11327,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10453,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11329,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11330,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10187,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11332,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11870,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11334,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11335,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11331,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11474,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10277,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11339,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11440,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11341,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11180,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11124,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11502,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11345,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11346,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11347,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10653,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10674,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11350,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11351,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11352,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11353,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11354,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11355,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10895,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11357,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11358,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11359,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11360,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11361,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10162,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11363,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11984,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11365,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11366,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10262,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11368,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11369,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11370,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11371,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11372,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11373,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11374,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11375,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11376,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11377,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11378,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11379,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11380,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11381,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11382,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11383,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11384,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10667,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11386,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11387,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11388,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11389,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11864,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11391,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11392,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10224,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11394,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11395,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11396,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11397,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11398,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11399,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11400,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11401,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11402,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11403,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10189,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11405,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11406,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11407,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11408,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11409,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11410,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11411,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11412,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11082,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10083,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11957,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11416,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11417,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11418,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10809,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10479,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10098,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11422,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11423,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10858,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11425,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11426,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10443,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11428,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11429,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11430,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10797,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11432,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11433,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10328,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11435,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11436,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11437,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11438,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11439,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10524,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11441,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11442,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11215,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11444,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11986,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11098,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10077,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11448,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11449,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11450,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11451,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10385,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11453,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11454,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11455,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11456,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11457,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11458,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11459,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11460,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11461,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10458,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11463,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11464,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11465,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10456,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11467,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11318,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11469,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11470,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11471,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11472,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10147,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11857,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11475,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11038,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11477,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11478,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10238,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11480,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11481,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11482,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11483,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11484,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11485,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11486,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11487,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11488,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11489,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11490,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11491,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10130,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10013,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11823,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11495,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10705,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11497,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11498,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11499,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11500,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11501,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10182,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11503,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11504,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11505,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11506,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11750,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11508,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11509,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11195,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11511,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11704,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11513,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11514,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11356,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11516,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11517,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11518,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10803,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11520,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11521,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11522,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11523,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11524,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11525,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10487,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11527,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10343,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11120,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10750,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11531,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11532,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10798,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11534,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10332,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10830,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11537,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11538,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11539,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11540,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11541,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11542,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11543,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11476,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11545,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11546,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11037,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11548,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11549,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11109,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11245,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11552,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11553,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11554,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11555,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11556,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11557,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11558,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10253,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11561,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11024,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11619,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11563,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11564,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11565,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11566,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10976,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10367,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11569,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11570,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11571,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11572,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10412,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11574,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10515,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11576,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11577,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11578,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10131,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11580,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11289,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11582,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11927,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11584,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11739,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11586,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11587,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11588,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11589,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10965,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10709,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11592,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11593,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10821,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10164,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11596,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11597,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11598,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11599,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10818,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11601,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11602,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10966,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11573,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11605,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11606,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11607,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11608,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11609,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11610,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11611,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11897,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11659,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10276,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10118,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11616,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11617,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11618,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11404,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11620,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11621,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11622,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11623,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11624,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11445,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11626,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11928,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11759,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11839,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11630,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11631,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11632,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11633,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11634,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11312,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11636,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11637,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11075,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11702,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11640,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11641,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11642,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11643,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11644,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10350,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11646,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11647,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11648,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11649,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11650,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11651,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11814,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11653,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10449,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11655,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11656,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10813,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11658,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10737,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11269,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11661,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11662,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11663,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11664,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10319,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11666,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11667,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11668,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11669,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11670,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10406,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10247,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10306,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11674,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11675,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11676,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10960,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11678,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11679,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11680,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11681,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11682,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11683,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11684,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11685,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11686,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11687,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11688,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11689,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11690,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11691,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10523,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11693,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11694,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11695,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11473,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11697,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11698,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11699,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11700,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11701,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11013,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11703,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10163,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
